Date,Body,TransactionID,Amount,Category
09/01/2024,"TxId: 46906409049. Your payment of 7,000 RWF to Alex Doe 71929 has been completed at 2024-09-01 23:34:42. Your new balance: 4,870 RWF. Fee was 0 RWF.",46906409049,"7,000",Payments to Code Holders
09/02/2024,"TxId: 54566717014. Your payment of 1,000 RWF to Alex Doe 17485 has been completed at 2024-09-02 00:26:59. Your new balance: 3,870 RWF. Fee was 0 RWF.",54566717014,"1,000",Payments to Code Holders
09/02/2024,*162*TxId:15538355693*S*Your payment of 3000 RWF to Airtime with token  has been completed at 2024-09-02 11:07:16. Fee was 0 RWF. Your new balance: 870 RWF . Message: - -. *EN#,,3000,Payments to Code Holders
09/02/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-02 13:53:33. Your NEW BALANCE :50870 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
09/02/2024,"TxId: 18226776468. Your payment of 21,000 RWF to Linda Green 97614 has been completed at 2024-09-02 13:54:14. Your new balance: 29,870 RWF. Fee was 0 RWF.",18226776468,"21,000",Payments to Code Holders
09/02/2024,"TxId: 54349163900. Your payment of 1,500 RWF to Alex Doe 86356 has been completed at 2024-09-02 14:18:09. Your new balance: 28,370 RWF. Fee was 0 RWF.",54349163900,"1,500",Payments to Code Holders
09/02/2024,"TxId: 78378077317. Your payment of 1,500 RWF to Jane Smith 86197 has been completed at 2024-09-02 17:40:32. Your new balance: 26,870 RWF. Fee was 0 RWF.",78378077317,"1,500",Payments to Code Holders
09/02/2024,"*165*S*1000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-09-02 19:32:25 . Fee was: 20 RWF. New balance: 25850 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/02/2024,"*165*S*700 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-02 19:40:08 . Fee was: 20 RWF. New balance: 25130 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/02/2024,"*165*S*700 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-02 20:17:19 . Fee was: 20 RWF. New balance: 24410 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/02/2024,"*165*S*700 RWF transferred to Alex Doe (250791666666) from 36521838 at 2024-09-02 20:17:50 . Fee was: 20 RWF. New balance: 23690 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/02/2024,"TxId: 71235033735. Your payment of 2,000 RWF to Linda Green 46799 has been completed at 2024-09-02 22:36:13. Your new balance: 21,690 RWF. Fee was 0 RWF.",71235033735,"2,000",Payments to Code Holders
09/03/2024,"TxId: 71779593744. Your payment of 3,500 RWF to Linda Green 72373 has been completed at 2024-09-03 13:13:07. Your new balance: 18,190 RWF. Fee was 0 RWF.",71779593744,"3,500",Payments to Code Holders
09/03/2024,"TxId: 17120559943. Your payment of 5,000 RWF to Linda Green 99420 has been completed at 2024-09-03 17:49:33. Your new balance: 13,190 RWF. Fee was 0 RWF.",17120559943,"5,000",Payments to Code Holders
09/03/2024,"*165*S*10000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-09-03 18:36:22 . Fee was: 100 RWF. New balance: 3090 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,10000,Transfers to Mobile Numbers
09/03/2024,"TxId: 60424907269. Your payment of 1,500 RWF to Linda Green 27195 has been completed at 2024-09-03 18:53:19. Your new balance: 1,590 RWF. Fee was 0 RWF.",60424907269,"1,500",Payments to Code Holders
09/03/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-03 21:02:44. Your NEW BALANCE :51590 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
09/03/2024,"TxId: 49794854165. Your payment of 4,500 RWF to Linda Green 74481 has been completed at 2024-09-03 21:03:08. Your new balance: 47,090 RWF. Fee was 0 RWF.",49794854165,"4,500",Payments to Code Holders
09/04/2024,"TxId: 83422016891. Your payment of 1,500 RWF to Jane Smith 25500 has been completed at 2024-09-04 09:47:40. Your new balance: 45,590 RWF. Fee was 0 RWF.",83422016891,"1,500",Payments to Code Holders
09/04/2024,"TxId: 63961191384. Your payment of 5,000 RWF to Jane Smith 25674 has been completed at 2024-09-04 13:36:38. Your new balance: 40,590 RWF. Fee was 0 RWF.",63961191384,"5,000",Payments to Code Holders
09/04/2024,"TxId: 15812096064. Your payment of 4,500 RWF to Jane Smith 10890 has been completed at 2024-09-04 17:43:39. Your new balance: 36,090 RWF. Fee was 0 RWF.",15812096064,"4,500",Payments to Code Holders
09/04/2024,"TxId: 67353135596. Your payment of 2,500 RWF to Linda Green 60962 has been completed at 2024-09-04 20:34:33. Your new balance: 33,590 RWF. Fee was 0 RWF.",67353135596,"2,500",Payments to Code Holders
09/04/2024,"TxId: 57527013791. Your payment of 2,500 RWF to Samuel Carter 76240 has been completed at 2024-09-04 21:01:35. Your new balance: 31,090 RWF. Fee was 0 RWF.",57527013791,"2,500",Payments to Code Holders
09/04/2024,"TxId: 61863630305. Your payment of 5,000 RWF to Alex Doe 62262 has been completed at 2024-09-04 23:02:36. Your new balance: 26,090 RWF. Fee was 0 RWF.",61863630305,"5,000",Payments to Code Holders
09/05/2024,"*165*S*1500 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-09-05 09:47:58 . Fee was: 100 RWF. New balance: 24490 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/05/2024,"TxId: 80939174580. Your payment of 6,000 RWF to Alex Doe 67793 has been completed at 2024-09-05 13:32:48. Your new balance: 18,490 RWF. Fee was 0 RWF.",80939174580,"6,000",Payments to Code Holders
09/05/2024,"TxId: 29253592859. Your payment of 1,500 RWF to Linda Green 11347 has been completed at 2024-09-05 16:18:21. Your new balance: 16,990 RWF. Fee was 0 RWF.",29253592859,"1,500",Payments to Code Holders
09/05/2024,"TxId: 95155933276. Your payment of 1,500 RWF to Samuel Carter 47641 has been completed at 2024-09-05 20:00:19. Your new balance: 15,490 RWF. Fee was 0 RWF.",95155933276,"1,500",Payments to Code Holders
09/05/2024,*162*TxId:15594922933*S*Your payment of 3000 RWF to Airtime with token  has been completed at 2024-09-05 20:02:44. Fee was 0 RWF. Your new balance: 12490 RWF . Message: - -. *EN#,,3000,Payments to Code Holders
09/05/2024,"TxId: 52713686775. Your payment of 2,000 RWF to Samuel Carter 70583 has been completed at 2024-09-05 20:15:34. Your new balance: 10,490 RWF. Fee was 0 RWF.",52713686775,"2,000",Payments to Code Holders
09/06/2024,"*165*S*1500 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-09-06 11:57:31 . Fee was: 100 RWF. New balance: 8890 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/06/2024,"TxId: 18813391203. Your payment of 3,000 RWF to Robert Brown 35273 has been completed at 2024-09-06 15:49:18. Your new balance: 5,890 RWF. Fee was 0 RWF.",18813391203,"3,000",Payments to Code Holders
09/06/2024,"*164*S*Y'ello,A transaction of 5000 RWF by Data Bundle MTN on your MOMO account was successfully completed at 2024-09-06 16:37:52. Message from debit receiver: . Your new balance:890 RWF. Fee was 0 RWF. Financial Transaction Id: 15606505500. External Transaction Id: 17256333763041376.*EN#",,5000,Transfers to Mobile Numbers
09/06/2024,*113*R*A bank deposit of 20000 RWF has been added to your mobile money account at 2024-09-06 18:54:13. Your NEW BALANCE :20890 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,20000,Incoming Money
09/06/2024,"TxId: 14741959916. Your payment of 4,800 RWF to Robert Brown 32723 has been completed at 2024-09-06 18:54:44. Your new balance: 16,090 RWF. Fee was 0 RWF.",14741959916,"4,800",Payments to Code Holders
09/06/2024,You have received 200000 RWF from Samuel Carter (*********726) on your mobile money account at 2024-09-06 19:06:17. Message from sender: . Your new balance:216090 RWF. Financial Transaction Id: 67974931091.,,200000,Incoming Money
09/06/2024,"*165*S*3000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-09-06 19:12:06 . Fee was: 100 RWF. New balance: 212990 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,3000,Transfers to Mobile Numbers
09/06/2024,*162*TxId:15611958408*S*Your payment of 20000 RWF to MTN Cash Power with token 45758-92310-31845-02327 has been completed at 2024-09-06 21:07:37. Fee was 0 RWF. Your new balance: 192990 RWF . Message: - -. *EN#,,20000,Payments to Code Holders
09/06/2024,You have received 50 RWF from Robert Brown (*********711) on your mobile money account at 2024-09-06 21:11:07. Message from sender: . Your new balance:193040 RWF. Financial Transaction Id: 14513684578.,,50,Incoming Money
09/06/2024,"*165*S*12500 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-09-06 22:17:02 . Fee was: 250 RWF. New balance: 180290 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,12500,Transfers to Mobile Numbers
09/06/2024,"*165*S*1200 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-06 23:57:17 . Fee was: 100 RWF. New balance: 178990 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1200,Transfers to Mobile Numbers
09/07/2024,"*165*S*10000 RWF transferred to Samuel Carter (250788999999) from 36521838 at 2024-09-07 11:37:17 . Fee was: 100 RWF. New balance: 168890 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,10000,Transfers to Mobile Numbers
09/07/2024,"*165*S*14500 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-09-07 18:30:51 . Fee was: 250 RWF. New balance: 154140 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,14500,Transfers to Mobile Numbers
09/07/2024,"*165*S*1000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-09-07 19:50:59 . Fee was: 20 RWF. New balance: 153120 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/07/2024,"*165*S*1000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-07 20:06:19 . Fee was: 20 RWF. New balance: 152100 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/07/2024,"*165*S*1000 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-09-07 22:31:05 . Fee was: 20 RWF. New balance: 151080 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/07/2024,"*165*S*700 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-09-07 22:31:39 . Fee was: 20 RWF. New balance: 150360 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/08/2024,"TxId: 37507241088. Your payment of 24,000 RWF to Linda Green 14558 has been completed at 2024-09-08 00:35:20. Your new balance: 126,360 RWF. Fee was 0 RWF.",37507241088,"24,000",Payments to Code Holders
09/08/2024,"TxId: 88126214143. Your payment of 1,500 RWF to Alex Doe 80465 has been completed at 2024-09-08 01:06:16. Your new balance: 124,860 RWF. Fee was 0 RWF.",88126214143,"1,500",Payments to Code Holders
09/08/2024,"*165*S*1500 RWF transferred to Jane Smith (250788999999) from 36521838 at 2024-09-08 01:06:58 . Fee was: 100 RWF. New balance: 123260 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/08/2024,"*164*S*Y'ello,A transaction of 20000 RWF by INTOUCH COMMUNICATIONS  LTD on your MOMO account was successfully completed at 2024-09-08 01:12:33. Message from debit receiver: 250795963036. Your new balance:103260 RWF. Fee was 0 RWF. Financial Transaction Id: 15628862865. External Transaction Id: 188160120240907231214390890.*EN#",,20000,Transfers to Mobile Numbers
09/08/2024,"TxId: 95649567862. Your payment of 4,500 RWF to Samuel Carter 78619 has been completed at 2024-09-08 01:19:32. Your new balance: 98,760 RWF. Fee was 0 RWF.",95649567862,"4,500",Payments to Code Holders
09/08/2024,"*165*S*1000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-08 02:27:00 . Fee was: 20 RWF. New balance: 97740 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/08/2024,"*165*S*1000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-09-08 02:27:39 . Fee was: 20 RWF. New balance: 96720 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/08/2024,"TxId: 10083689781. Your payment of 17,000 RWF to Jane Smith 85339 has been completed at 2024-09-08 02:40:02. Your new balance: 79,720 RWF. Fee was 0 RWF.",10083689781,"17,000",Payments to Code Holders
09/08/2024,"*165*S*1000 RWF transferred to Alex Doe (250788999999) from 36521838 at 2024-09-08 02:50:08 . Fee was: 20 RWF. New balance: 78700 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/08/2024,"*165*S*1000 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-09-08 02:50:48 . Fee was: 20 RWF. New balance: 77680 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/08/2024,"TxId: 68925556497. Your payment of 14,500 RWF to Robert Brown 39629 has been completed at 2024-09-08 13:34:50. Your new balance: 63,180 RWF. Fee was 0 RWF.",68925556497,"14,500",Payments to Code Holders
09/08/2024,"TxId: 90275359445. Your payment of 1,500 RWF to Robert Brown 12774 has been completed at 2024-09-08 14:52:24. Your new balance: 61,680 RWF. Fee was 0 RWF.",90275359445,"1,500",Payments to Code Holders
09/08/2024,"*165*S*1000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-09-08 15:10:30 . Fee was: 20 RWF. New balance: 60660 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/08/2024,"*165*S*1500 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-08 15:45:57 . Fee was: 100 RWF. New balance: 59060 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/08/2024,"*165*S*1500 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-09-08 15:46:29 . Fee was: 100 RWF. New balance: 57460 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/08/2024,"*165*S*2000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-09-08 16:26:37 . Fee was: 100 RWF. New balance: 55360 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
09/08/2024,"*165*S*2000 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-08 16:27:08 . Fee was: 100 RWF. New balance: 53260 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,2000,Transfers to Mobile Numbers
09/08/2024,"*165*S*700 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-09-08 16:28:09 . Fee was: 20 RWF. New balance: 52540 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/08/2024,"TxId: 87571566840. Your payment of 700 RWF to Jane Smith 60790 has been completed at 2024-09-08 17:25:26. Your new balance: 51,840 RWF. Fee was 0 RWF.",87571566840,700,Payments to Code Holders
09/08/2024,"*165*S*700 RWF transferred to Jane Smith (250790777777) from 36521838 at 2024-09-08 17:26:18 . Fee was: 20 RWF. New balance: 51120 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/08/2024,"*165*S*6200 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-08 18:38:42 . Fee was: 100 RWF. New balance: 44820 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,6200,Transfers to Mobile Numbers
09/09/2024,"*165*S*20000 RWF transferred to Alex Doe (250790777777) from 36521838 at 2024-09-09 09:44:12 . Fee was: 250 RWF. New balance: 24570 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,20000,Transfers to Mobile Numbers
09/09/2024,"*165*S*1500 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-09-09 09:57:00 . Fee was: 100 RWF. New balance: 22970 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/09/2024,"TxId: 13774628019. Your payment of 3,500 RWF to Linda Green 30786 has been completed at 2024-09-09 13:12:42. Your new balance: 19,470 RWF. Fee was 0 RWF.",13774628019,"3,500",Payments to Code Holders
09/09/2024,"*165*S*1500 RWF transferred to Linda Green (250790777777) from 36521838 at 2024-09-09 13:30:37 . Fee was: 100 RWF. New balance: 17870 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/09/2024,"TxId: 65478956735. Your payment of 900 RWF to Robert Brown 77191 has been completed at 2024-09-09 13:36:13. Your new balance: 16,970 RWF. Fee was 0 RWF.",65478956735,900,Payments to Code Holders
09/09/2024,"TxId: 96684440213. Your payment of 6,500 RWF to Alex Doe 30414 has been completed at 2024-09-09 21:25:47. Your new balance: 10,470 RWF. Fee was 0 RWF.",96684440213,"6,500",Payments to Code Holders
09/09/2024,"*165*S*1500 RWF transferred to Linda Green (250791666666) from 36521838 at 2024-09-09 22:13:13 . Fee was: 100 RWF. New balance: 8870 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/09/2024,"TxId: 10893465854. Your payment of 5,000 RWF to Linda Green 84616 has been completed at 2024-09-09 23:25:28. Your new balance: 3,870 RWF. Fee was 0 RWF.",10893465854,"5,000",Payments to Code Holders
09/10/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-10 00:14:17. Your NEW BALANCE :53870 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
09/10/2024,"TxId: 18269992033. Your payment of 4,000 RWF to Jane Smith 88876 has been completed at 2024-09-10 00:14:44. Your new balance: 49,870 RWF. Fee was 0 RWF.",18269992033,"4,000",Payments to Code Holders
09/10/2024,"*165*S*5000 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-09-10 00:46:48 . Fee was: 100 RWF. New balance: 44770 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,5000,Transfers to Mobile Numbers
09/10/2024,"*165*S*20000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-09-10 00:51:18 . Fee was: 250 RWF. New balance: 24520 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,20000,Transfers to Mobile Numbers
09/10/2024,"*165*S*10000 RWF transferred to Samuel Carter (250790777777) from 36521838 at 2024-09-10 01:11:19 . Fee was: 100 RWF. New balance: 14420 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,10000,Transfers to Mobile Numbers
09/10/2024,"*165*S*500 RWF transferred to Jane Smith (250791666666) from 36521838 at 2024-09-10 01:25:45 . Fee was: 20 RWF. New balance: 13900 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,500,Transfers to Mobile Numbers
09/10/2024,"*165*S*1000 RWF transferred to Robert Brown (250789888888) from 36521838 at 2024-09-10 01:38:34 . Fee was: 20 RWF. New balance: 12880 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1000,Transfers to Mobile Numbers
09/10/2024,"TxId: 79540204158. Your payment of 1,500 RWF to Linda Green 77048 has been completed at 2024-09-10 10:34:14. Your new balance: 11,380 RWF. Fee was 0 RWF.",79540204158,"1,500",Payments to Code Holders
09/10/2024,"*165*S*3000 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-09-10 13:32:39 . Fee was: 100 RWF. New balance: 8280 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,3000,Transfers to Mobile Numbers
09/10/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-10 18:17:00. Your NEW BALANCE :58280 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
09/10/2024,"TxId: 21123163485. Your payment of 10,000 RWF to Linda Green 41295 has been completed at 2024-09-10 18:17:25. Your new balance: 48,280 RWF. Fee was 0 RWF.",21123163485,"10,000",Payments to Code Holders
09/10/2024,"*165*S*20000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-10 19:24:38 . Fee was: 250 RWF. New balance: 28030 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,20000,Transfers to Mobile Numbers
09/10/2024,"*165*S*5000 RWF transferred to Samuel Carter (250789888888) from 36521838 at 2024-09-10 19:28:36 . Fee was: 100 RWF. New balance: 22930 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,5000,Transfers to Mobile Numbers
09/10/2024,"TxId: 67195404064. Your payment of 1,500 RWF to Linda Green 65405 has been completed at 2024-09-10 20:35:20. Your new balance: 21,430 RWF. Fee was 0 RWF.",67195404064,"1,500",Payments to Code Holders
09/11/2024,"TxId: 52003402612. Your payment of 1,500 RWF to Robert Brown 11621 has been completed at 2024-09-11 09:47:33. Your new balance: 19,930 RWF. Fee was 0 RWF.",52003402612,"1,500",Payments to Code Holders
09/11/2024,"*165*S*3000 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-09-11 14:00:23 . Fee was: 100 RWF. New balance: 16830 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,3000,Transfers to Mobile Numbers
09/11/2024,"TxId: 70460358419. Your payment of 2,500 RWF to Samuel Carter 79967 has been completed at 2024-09-11 14:08:32. Your new balance: 14,330 RWF. Fee was 0 RWF.",70460358419,"2,500",Payments to Code Holders
09/11/2024,*162*TxId:15681666953*S*Your payment of 3000 RWF to Bundles and Packs with token  has been completed at 2024-09-11 15:43:54. Fee was 0 RWF. Your new balance: 11330 RWF . Message: - -. *EN#,,3000,Payments to Code Holders
09/11/2024,"Yello!Umaze kugura 3000Frw=2500Mins+100SMS igura 3,000 RWF",,"3,000",Internet and Voice Bundle Purchases
09/11/2024,"TxId: 14667936406. Your payment of 1,500 RWF to Linda Green 57182 has been completed at 2024-09-11 16:11:26. Your new balance: 9,830 RWF. Fee was 0 RWF.",14667936406,"1,500",Payments to Code Holders
09/11/2024,"TxId: 20823828008. Your payment of 1,000 RWF to Alex Doe 11421 has been completed at 2024-09-11 20:08:36. Your new balance: 8,830 RWF. Fee was 0 RWF.",20823828008,"1,000",Payments to Code Holders
09/12/2024,"*165*S*1500 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-12 10:42:05 . Fee was: 100 RWF. New balance: 7230 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/12/2024,"*165*S*1500 RWF transferred to Linda Green (250788999999) from 36521838 at 2024-09-12 15:24:00 . Fee was: 100 RWF. New balance: 5630 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/12/2024,"*165*S*700 RWF transferred to Alex Doe (250789888888) from 36521838 at 2024-09-12 15:59:14 . Fee was: 20 RWF. New balance: 4910 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,700,Transfers to Mobile Numbers
09/12/2024,"TxId: 40728069150. Your payment of 700 RWF to Samuel Carter 87737 has been completed at 2024-09-12 15:59:45. Your new balance: 4,210 RWF. Fee was 0 RWF.",40728069150,700,Payments to Code Holders
09/12/2024,*113*R*A bank deposit of 50000 RWF has been added to your mobile money account at 2024-09-12 17:15:57. Your NEW BALANCE :54210 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,50000,Incoming Money
09/12/2024,"*165*S*12000 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-09-12 17:16:22 . Fee was: 250 RWF. New balance: 41960 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,12000,Transfers to Mobile Numbers
09/12/2024,"*165*S*6000 RWF transferred to Jane Smith (250789888888) from 36521838 at 2024-09-12 18:16:57 . Fee was: 100 RWF. New balance: 35860 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,6000,Transfers to Mobile Numbers
09/12/2024,"*165*S*1500 RWF transferred to Samuel Carter (250791666666) from 36521838 at 2024-09-12 19:09:42 . Fee was: 100 RWF. New balance: 34260 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
09/12/2024,"TxId: 60033930579. Your payment of 1,000 RWF to Robert Brown 65442 has been completed at 2024-09-12 20:27:42. Your new balance: 33,260 RWF. Fee was 0 RWF.",60033930579,"1,000",Payments to Code Holders
09/12/2024,"TxId: 90380679208. Your payment of 2,000 RWF to Linda Green 51673 has been completed at 2024-09-12 20:35:11. Your new balance: 31,260 RWF. Fee was 0 RWF.",90380679208,"2,000",Payments to Code Holders
09/13/2024,*113*R*A bank deposit of 345000 RWF has been added to your mobile money account at 2024-09-13 13:22:34. Your NEW BALANCE :376260 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,345000,Incoming Money
09/13/2024,"*165*S*345000 RWF transferred to Linda Green (250789888888) from 36521838 at 2024-09-13 13:24:36 . Fee was: 1500 RWF. New balance: 29760 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,345000,Transfers to Mobile Numbers
09/13/2024,"TxId: 12313178673. Your payment of 1,500 RWF to Samuel Carter 98382 has been completed at 2024-09-13 13:52:19. Your new balance: 28,260 RWF. Fee was 0 RWF.",12313178673,"1,500",Payments to Code Holders
09/13/2024,"*165*S*3000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-13 16:17:17 . Fee was: 100 RWF. New balance: 25160 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,3000,Transfers to Mobile Numbers
09/13/2024,*113*R*A bank deposit of 600000 RWF has been added to your mobile money account at 2024-09-13 16:29:38. Your NEW BALANCE :625160 RWF. Cash Deposit::CASH::::0::250795963036.Thank you for using MTN MobileMoney.*EN#,,600000,Incoming Money
09/13/2024,"*165*S*600000 RWF transferred to Robert Brown (250790777777) from 36521838 at 2024-09-13 16:31:16 . Fee was: 1500 RWF. New balance: 23660 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,600000,Transfers to Mobile Numbers
09/13/2024,"*165*S*1500 RWF transferred to Robert Brown (250788999999) from 36521838 at 2024-09-13 17:29:51 . Fee was: 100 RWF. New balance: 22060 RWF. Kugura ama inite cg interineti kuri MoMo, Kanda *182*2*1# .*EN#",,1500,Transfers to Mobile Numbers
